Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Book Name_clean,Language,Genres,Ranks,Best rank
recollections of my non-existence,rebecca solnit,4.7,79.0,636.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,recollections of my non-existence,english,not available,949.0,949.0
reconstructing amelia,kimberly mccreight,4.3,2204.0,793.0,reconstructing ameliabykimberly mccreight-genre:rownone,0,#949 not available,reconstructing amelia,english,not available,949.0,949.0
recovery of your inner child: the highly acclaimed method for liberating your inner self,lucia capacchione phd,4.7,289.0,586.0,recovery of your inner child the highly acclaimed method for liberating your inner selfbylucia capacchione phd-genre:rownone,0,#949 not available,recovery of your inner child the highly acclaimed method for liberating your inner self,english,not available,949.0,949.0
recovery: freedom from our addictions,russell brand,4.6,2405.0,323.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,recovery freedom from our addictions,english,not available,949.0,949.0
recursion,blake crouch,4.5,2010.0,323.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,recursion,english,not available,949.0,949.0
"red dragon: hannibal lecter, book 1",thomas harris,4.7,1044.0,721.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,"red dragon hannibal lecter, book 1",english,not available,949.0,949.0
red rising,pierce brown,4.6,5271.0,1172.0,"darrow is a red, a member of the lowest caste in the color-coded society of the future. like his fellow reds, he works all day, believing that he and his people are making the surface of mars livable for future generations. yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children. but darrow and his kind have been betrayed. soon he discovers that humanity reached the surface generations ago. vast cities and sprawling parks spread across the planet.",972,",#787 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#4 in adventure science fiction,#5 in dystopian science fiction,#144 in science fiction (books)",red rising,english,"audible audiobooks & originals,adventure science fiction,dystopian science fiction,science fiction","[787, 4, 5, 144]",4.0
red sorghum: a novel of china,mo yan,3.8,106.0,1003.0,red sorghum a novel of chinabymo yan-genre:rownone,0,#949 not available,red sorghum a novel of china,english,not available,949.0,949.0
red storm rising,tom clancy,4.7,1050.0,1054.0,"when moslem fundamentalists blow up a key soviet oil complex, making an already critical oil shortage calamitous, the russians figure they are going to have to take things into their own hands. they plan to seize the persian gulf, and more ambitiously, to neutralise nato. thus begins red storm, an audacious gamble that uses diplomatic maneuvers to cloak a crash military build-up. when soviet tanks begin to roll, the west is caught off guard. what looks like a thrust turns into an all-out shooting war, possibly the climactic battle for control of the globe.",1860,",#4,713 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#4 in war & military action fiction,#11 in mystery action fiction,#17 in technothrillers",red storm rising,english,"audible audiobooks & originals,war & military action fiction,mystery action fiction,technothrillers","[713, 4, 11, 17]",4.0
redhead by the side of the road,anne tyler,4.1,903.0,888.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,redhead by the side of the road,english,not available,949.0,949.0
redshirts: a novel with three codas,john scalzi,4.0,1541.0,668.0,"ensign andrew dahl has just been assigned to the universal union capital ship intrepid, flagship of the universal union since the year 2456. its a prestige posting, and andrew is thrilled all the more to be assigned to the ships xenobiology laboratory. life couldnt be better…until andrew begins to pick up on the facts that (1) every away mission involves some kind of lethal confrontation with alien forces; (2) the ships captain, its chief science officer, and the handsome lieutenant kerensky always survive these confrontations; and (3) at least one low-ranked crew member is, sadly, always killed.",0,#949 not available,redshirts a novel with three codas,english,not available,949.0,949.0
"reflected in you: a crossfire novel, book 2",sylvia day,4.6,7665.0,469.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,"reflected in you a crossfire novel, book 2",english,not available,949.0,949.0
reflections on the artists way,julia cameron,5.0,5.0,445.0,"by completing your purchase you agree to audibles conditions of use, amazons privacy notice and if applicable audibles recurring payment terms.",162,",#768 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#7 in creativity,#33 in philosophy (audible audiobooks & originals),#131 in personal success",reflections on the artists way,english,"audible audiobooks & originals,creativity,philosophy,personal success","[768, 7, 33, 131]",7.0
regarding the pain of others,susan sontag,4.6,132.0,233.0,"twenty-five years after her classic on photography, susan sontag returned here to the subject of visual representations of war and violence in our culture. how does the spectacle of the sufferings of others (via television or newsprint) affect us? are viewers inured - or incited - to violence by the depiction of cruelty?",171,",#2,679 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in media studies (audible audiobooks & originals),#4 in violence in society,#4 in criminology (audible audiobooks & originals)",regarding the pain of others,english,"audible audiobooks & originals,media studies,violence  society,criminology","[679, 3, 4, 4]",3.0
regency buck,georgette heyer,4.6,322.0,748.0,regency buckbygeorgette heyer-genre:rownone,0,#949 not available,regency buck,english,not available,949.0,949.0
reinventing the organization: how companies can deliver radically greater value in fast-changing markets,arthur yeung,4.6,52.0,703.0,reinventing the organization how companies can deliver radically greater value in fast-changing marketsbyarthur yeung-genre:rownone,0,#949 not available,reinventing the organization how companies can deliver radically greater value in fast-changing markets,english,not available,949.0,949.0
relationship breakthrough: how to create outstanding relationships in every area of your life,cloe madanes,4.7,56.0,668.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,relationship breakthrough how to create outstanding relationships in every area of your life,english,not available,949.0,949.0
